Entity,Code,Day,people_vaccinated
Afghanistan,AFG,2021-02-22,0
Afghanistan,AFG,2021-02-28,8200
Afghanistan,AFG,2021-03-16,54000
Afghanistan,AFG,2021-04-07,120000
Afghanistan,AFG,2021-04-22,240000
Afghanistan,AFG,2021-05-11,448878
Afghanistan,AFG,2021-05-20,470341
Afghanistan,AFG,2021-05-24,476367
Afghanistan,AFG,2021-05-26,479372
Africa,,2021-01-09,0
Africa,,2021-01-13,2000
Africa,,2021-01-15,4000
Africa,,2021-01-16,7000
Africa,,2021-01-19,10976
Africa,,2021-01-20,13163
Africa,,2021-01-22,16890
Africa,,2021-01-23,18353
Africa,,2021-01-24,18353
Africa,,2021-01-25,19889
Africa,,2021-01-26,22712
Africa,,2021-01-27,25587
Africa,,2021-01-28,28779
Africa,,2021-01-29,30861
Africa,,2021-01-30,32176
Africa,,2021-01-31,32176
Africa,,2021-02-01,36601
Africa,,2021-02-02,37806
Africa,,2021-02-03,38716
Africa,,2021-02-04,38716
Africa,,2021-02-05,38716
Africa,,2021-02-06,39218
Africa,,2021-02-08,39343
Africa,,2021-02-09,39352
Africa,,2021-02-10,39355
Africa,,2021-02-11,39581
Africa,,2021-02-12,39581
Africa,,2021-02-13,43428
Africa,,2021-02-15,43437
Africa,,2021-02-16,43444
Africa,,2021-02-17,47104
Africa,,2021-02-18,50146
Africa,,2021-02-19,2412533
Africa,,2021-02-20,2506856
Africa,,2021-02-21,2512346
Africa,,2021-02-22,2625632
Africa,,2021-02-23,2724750
Africa,,2021-02-24,3017856
Africa,,2021-02-25,3292724
Africa,,2021-02-26,3482568
Africa,,2021-02-27,3605812
Africa,,2021-02-28,3613539
Africa,,2021-03-01,3759638
Africa,,2021-03-02,3859686
Africa,,2021-03-03,3963877
Africa,,2021-03-04,4057507
Africa,,2021-03-05,4208668
Africa,,2021-03-06,4334635
Africa,,2021-03-07,4375336
Africa,,2021-03-08,4649256
Africa,,2021-03-09,4723917
Africa,,2021-03-10,4926631
Africa,,2021-03-11,4997092
Africa,,2021-03-12,5054231
Africa,,2021-03-13,5211100
Africa,,2021-03-14,5227623
Africa,,2021-03-15,5324518
Africa,,2021-03-16,5365673
Africa,,2021-03-17,5412287
Africa,,2021-03-18,5599476
Africa,,2021-03-19,5671305
Africa,,2021-03-20,5692632
Africa,,2021-03-21,5714180
Africa,,2021-03-22,5742779
Africa,,2021-03-23,5816994
Africa,,2021-03-24,6497947
Africa,,2021-03-25,6557623
Africa,,2021-03-26,6663052
Africa,,2021-03-27,6886943
Africa,,2021-03-28,7143129
Africa,,2021-03-29,7229895
Africa,,2021-03-30,7311247
Africa,,2021-03-31,7668733
Africa,,2021-04-01,7825046
Africa,,2021-04-02,7902029
Africa,,2021-04-03,7985573
Africa,,2021-04-04,8055695
Africa,,2021-04-05,8150843
Africa,,2021-04-06,8446072
Africa,,2021-04-07,8764091
Africa,,2021-04-08,9464710
Africa,,2021-04-09,9591918
Africa,,2021-04-10,9713277
Africa,,2021-04-11,9848360
Africa,,2021-04-12,9959277
Africa,,2021-04-13,10048712
Africa,,2021-04-14,10396612
Africa,,2021-04-15,10484492
Africa,,2021-04-16,10699452
Africa,,2021-04-17,10990814
Africa,,2021-04-18,11536211
Africa,,2021-04-19,11733749
Africa,,2021-04-20,11884772
Africa,,2021-04-21,12081166
Africa,,2021-04-22,12167351
Africa,,2021-04-23,12332750
Africa,,2021-04-24,12378595
Africa,,2021-04-25,12444621
Africa,,2021-04-26,12528726
Africa,,2021-04-27,12670568
Africa,,2021-04-28,13690020
Africa,,2021-04-29,13774136
Africa,,2021-04-30,13912378
Africa,,2021-05-01,14027086
Africa,,2021-05-02,14075246
Africa,,2021-05-03,14218560
Africa,,2021-05-04,14458262
Africa,,2021-05-05,14675083
Africa,,2021-05-06,14808759
Africa,,2021-05-07,15357868
Africa,,2021-05-08,15511205
Africa,,2021-05-09,16052327
Africa,,2021-05-10,16487762
Africa,,2021-05-11,16897032
Africa,,2021-05-12,17803784
Africa,,2021-05-13,17967616
Africa,,2021-05-14,18110452
Africa,,2021-05-15,18347162
Africa,,2021-05-16,18430637
Africa,,2021-05-17,18928916
Africa,,2021-05-18,19517651
Africa,,2021-05-19,19930270
Africa,,2021-05-20,20265199
Africa,,2021-05-21,20697555
Africa,,2021-05-22,21605952
Africa,,2021-05-23,21804197
Africa,,2021-05-24,22142806
Africa,,2021-05-25,22617032
Africa,,2021-05-26,22707666
Africa,,2021-05-27,22710325
Albania,ALB,2021-01-10,0
Albania,ALB,2021-01-12,128
Albania,ALB,2021-01-13,188
Albania,ALB,2021-01-14,266
Albania,ALB,2021-01-15,308
Albania,ALB,2021-01-16,369
Albania,ALB,2021-01-17,405
Albania,ALB,2021-01-18,447
Albania,ALB,2021-01-19,483
Albania,ALB,2021-01-20,519
Albania,ALB,2021-01-21,549
Albania,ALB,2021-02-02,549
Albania,ALB,2021-02-09,689
Albania,ALB,2021-02-17,1090
Albania,ALB,2021-02-18,2438
Albania,ALB,2021-02-22,6073
Albania,ALB,2021-05-11,440921
Albania,ALB,2021-05-12,444755
Albania,ALB,2021-05-13,445402
Albania,ALB,2021-05-14,448571
Albania,ALB,2021-05-17,456980
Albania,ALB,2021-05-18,460191
Albania,ALB,2021-05-19,463402
Albania,ALB,2021-05-20,466083
Albania,ALB,2021-05-21,469169
Albania,ALB,2021-05-23,472840
Albania,ALB,2021-05-24,475237
Albania,ALB,2021-05-26,479789
Albania,ALB,2021-05-27,481788
Andorra,AND,2021-01-25,576
Andorra,AND,2021-02-01,1036
Andorra,AND,2021-02-10,1291
Andorra,AND,2021-02-12,1622
Andorra,AND,2021-02-19,2141
Andorra,AND,2021-02-24,2390
Andorra,AND,2021-03-08,2439
Andorra,AND,2021-03-10,3650
Andorra,AND,2021-03-15,7098
Andorra,AND,2021-04-05,9781
Andorra,AND,2021-04-19,21733
Andorra,AND,2021-04-26,23822
Andorra,AND,2021-05-03,24182
Andorra,AND,2021-05-10,26931
Andorra,AND,2021-05-17,27613
Angola,AGO,2021-03-01,0
Angola,AGO,2021-03-08,6169
Angola,AGO,2021-03-18,49000
Angola,AGO,2021-03-24,87022
Angola,AGO,2021-03-29,130750
Angola,AGO,2021-04-06,181578
Angola,AGO,2021-04-11,245442
Angola,AGO,2021-04-19,395447
Angola,AGO,2021-04-23,456349
Angola,AGO,2021-05-12,586377
Angola,AGO,2021-05-18,606287
Angola,AGO,2021-05-21,630984
Angola,AGO,2021-05-26,663049
Anguilla,AIA,2021-02-04,0
Anguilla,AIA,2021-02-13,1341
Anguilla,AIA,2021-02-14,2762
Anguilla,AIA,2021-02-26,3929
Anguilla,AIA,2021-03-09,4700
Anguilla,AIA,2021-03-13,5000
Anguilla,AIA,2021-03-19,5348
Anguilla,AIA,2021-04-12,5835
Anguilla,AIA,2021-04-22,6115
Anguilla,AIA,2021-05-17,8811
Antigua and Barbuda,ATG,2021-02-16,0
Antigua and Barbuda,ATG,2021-03-15,24164
Antigua and Barbuda,ATG,2021-03-19,25677
Antigua and Barbuda,ATG,2021-03-25,26424
Antigua and Barbuda,ATG,2021-03-31,26836
Antigua and Barbuda,ATG,2021-04-03,27032
Antigua and Barbuda,ATG,2021-04-14,27592
Antigua and Barbuda,ATG,2021-04-16,28414
Antigua and Barbuda,ATG,2021-04-17,28639
Antigua and Barbuda,ATG,2021-04-22,29754
Antigua and Barbuda,ATG,2021-05-07,31085
Antigua and Barbuda,ATG,2021-05-11,31262
Antigua and Barbuda,ATG,2021-05-17,31860
Antigua and Barbuda,ATG,2021-05-21,32469
Argentina,ARG,2021-01-20,243539
Argentina,ARG,2021-01-21,249372
Argentina,ARG,2021-01-22,254456
Argentina,ARG,2021-01-23,258876
Argentina,ARG,2021-01-24,260036
Argentina,ARG,2021-01-25,260122
Argentina,ARG,2021-01-26,266969
Argentina,ARG,2021-01-27,272323
Argentina,ARG,2021-01-28,276548
Argentina,ARG,2021-01-29,278451
Argentina,ARG,2021-01-30,281023
Argentina,ARG,2021-02-01,281577
Argentina,ARG,2021-02-03,284196
Argentina,ARG,2021-02-04,297717
Argentina,ARG,2021-02-06,307501
Argentina,ARG,2021-02-07,319316
Argentina,ARG,2021-02-08,322318
Argentina,ARG,2021-02-09,322975
Argentina,ARG,2021-02-10,337772
Argentina,ARG,2021-02-11,362649
Argentina,ARG,2021-02-12,368023
Argentina,ARG,2021-02-13,371629
Argentina,ARG,2021-02-14,372122
Argentina,ARG,2021-02-15,372181
Argentina,ARG,2021-02-16,373253
Argentina,ARG,2021-02-17,374002
Argentina,ARG,2021-02-18,392399
Argentina,ARG,2021-02-19,414958
Argentina,ARG,2021-02-20,445614
Argentina,ARG,2021-02-21,456929
Argentina,ARG,2021-02-22,458822
Argentina,ARG,2021-02-23,481689
Argentina,ARG,2021-02-24,513394
Argentina,ARG,2021-02-25,558831
Argentina,ARG,2021-02-26,620635
Argentina,ARG,2021-02-27,694470
Argentina,ARG,2021-02-28,731571
Argentina,ARG,2021-03-01,755212
Argentina,ARG,2021-03-02,823446
Argentina,ARG,2021-03-03,874916
Argentina,ARG,2021-03-04,941695
Argentina,ARG,2021-03-05,1030504
Argentina,ARG,2021-03-07,1182874
Argentina,ARG,2021-03-08,1202998
Argentina,ARG,2021-03-09,1301787
Argentina,ARG,2021-03-10,1424984
Argentina,ARG,2021-03-11,1564555
Argentina,ARG,2021-03-12,1719543
Argentina,ARG,2021-03-13,1876113
Argentina,ARG,2021-03-14,1932696
Argentina,ARG,2021-03-15,1952883
Argentina,ARG,2021-03-16,2064529
Argentina,ARG,2021-03-17,2170116
Argentina,ARG,2021-03-18,2289249
Argentina,ARG,2021-03-19,2382859
Argentina,ARG,2021-03-20,2472426
Argentina,ARG,2021-03-21,2514480
Argentina,ARG,2021-03-22,2535054
Argentina,ARG,2021-03-23,2618750
Argentina,ARG,2021-03-24,2694454
Argentina,ARG,2021-03-25,2730260
Argentina,ARG,2021-03-26,2824344
Argentina,ARG,2021-03-27,2908932
Argentina,ARG,2021-03-28,2959843
Argentina,ARG,2021-03-29,2980182
Argentina,ARG,2021-03-30,3073630
Argentina,ARG,2021-03-31,3214538
Argentina,ARG,2021-04-01,3342427
Argentina,ARG,2021-04-02,3440284
Argentina,ARG,2021-04-03,3495125
Argentina,ARG,2021-04-04,3550166
Argentina,ARG,2021-04-05,3576423
Argentina,ARG,2021-04-06,3712009
Argentina,ARG,2021-04-07,3870734
Argentina,ARG,2021-04-08,4064154
Argentina,ARG,2021-04-09,4244964
Argentina,ARG,2021-04-10,4478948
Argentina,ARG,2021-04-11,4586426
Argentina,ARG,2021-04-12,4661085
Argentina,ARG,2021-04-13,4836246
Argentina,ARG,2021-04-14,4996672
Argentina,ARG,2021-04-15,5163344
Argentina,ARG,2021-04-16,5305604
Argentina,ARG,2021-04-17,5431994
Argentina,ARG,2021-04-18,5489318
Argentina,ARG,2021-04-19,5534225
Argentina,ARG,2021-04-20,5620411
Argentina,ARG,2021-04-21,5722607
Argentina,ARG,2021-04-22,5851232
Argentina,ARG,2021-04-23,5955371
Argentina,ARG,2021-04-24,6149835
Argentina,ARG,2021-04-25,6263849
Argentina,ARG,2021-04-26,6341959
Argentina,ARG,2021-04-27,6507572
Argentina,ARG,2021-04-28,6672739
Argentina,ARG,2021-04-29,6806565
Argentina,ARG,2021-04-30,6926650
Argentina,ARG,2021-05-01,7002992
Argentina,ARG,2021-05-02,7025492
Argentina,ARG,2021-05-03,7051772
Argentina,ARG,2021-05-04,7149293
Argentina,ARG,2021-05-05,7261176
Argentina,ARG,2021-05-06,7399515
Argentina,ARG,2021-05-07,7555386
Argentina,ARG,2021-05-08,7660652
Argentina,ARG,2021-05-09,7688877
Argentina,ARG,2021-05-10,7718272
Argentina,ARG,2021-05-11,7790786
Argentina,ARG,2021-05-12,7866933
Argentina,ARG,2021-05-13,7912175
Argentina,ARG,2021-05-14,7953562
Argentina,ARG,2021-05-15,7992532
Argentina,ARG,2021-05-16,8023563
Argentina,ARG,2021-05-17,8050709
Argentina,ARG,2021-05-18,8141608
Argentina,ARG,2021-05-19,8279961
Argentina,ARG,2021-05-20,8397337
Argentina,ARG,2021-05-21,8531073
Argentina,ARG,2021-05-22,8638944
Argentina,ARG,2021-05-23,8701971
Argentina,ARG,2021-05-24,8735231
Argentina,ARG,2021-05-25,8807373
Argentina,ARG,2021-05-26,8878491
Argentina,ARG,2021-05-27,8988267
Armenia,ARM,2021-03-31,565
Armenia,ARM,2021-05-09,10727
Armenia,ARM,2021-05-16,19249
Aruba,ABW,2021-03-29,15600
Aruba,ABW,2021-04-10,29197
Aruba,ABW,2021-04-12,31139
Aruba,ABW,2021-04-13,33563
Aruba,ABW,2021-04-14,36058
Aruba,ABW,2021-04-15,37981
Aruba,ABW,2021-04-16,39961
Aruba,ABW,2021-04-17,41770
Aruba,ABW,2021-04-18,41837
Aruba,ABW,2021-04-19,43266
Aruba,ABW,2021-04-20,43945
Aruba,ABW,2021-04-21,44421
Aruba,ABW,2021-04-22,45097
Aruba,ABW,2021-04-23,48061
Aruba,ABW,2021-04-24,49351
Aruba,ABW,2021-04-25,53161
Aruba,ABW,2021-04-26,53244
Aruba,ABW,2021-04-28,53813
Aruba,ABW,2021-04-29,54095
Aruba,ABW,2021-04-30,54306
Aruba,ABW,2021-05-03,54614
Aruba,ABW,2021-05-04,55152
Aruba,ABW,2021-05-05,55359
Aruba,ABW,2021-05-06,55371
Aruba,ABW,2021-05-07,55625
Aruba,ABW,2021-05-08,55744
Aruba,ABW,2021-05-10,56009
Aruba,ABW,2021-05-11,56288
Aruba,ABW,2021-05-12,56594
Aruba,ABW,2021-05-13,56932
Aruba,ABW,2021-05-14,57314
Aruba,ABW,2021-05-15,57481
Aruba,ABW,2021-05-17,57936
Aruba,ABW,2021-05-18,58344
Aruba,ABW,2021-05-19,58683
Aruba,ABW,2021-05-20,58953
Aruba,ABW,2021-05-21,59341
Aruba,ABW,2021-05-22,60005
Aruba,ABW,2021-05-23,61242
Aruba,ABW,2021-05-24,61548
Aruba,ABW,2021-05-25,62143
Aruba,ABW,2021-05-26,62244
Aruba,ABW,2021-05-27,62498
Asia,,2020-12-15,0
Asia,,2020-12-19,60
Asia,,2020-12-20,7419
Asia,,2020-12-21,32302
Asia,,2020-12-22,76920
Asia,,2020-12-23,178725
Asia,,2020-12-24,263154
Asia,,2020-12-25,302074
Asia,,2020-12-26,335660
Asia,,2020-12-27,442086
Asia,,2020-12-28,580006
Asia,,2020-12-29,738618
Asia,,2020-12-30,894285
Asia,,2020-12-31,1055247
Asia,,2021-01-01,1127186
Asia,,2021-01-02,1200265
Asia,,2021-01-03,1351846
Asia,,2021-01-04,1506500
Asia,,2021-01-05,1635651
Asia,,2021-01-06,1744549
Asia,,2021-01-07,1865035
Asia,,2021-01-08,1937449
Asia,,2021-01-09,1987812
Asia,,2021-01-10,2867902
Asia,,2021-01-11,2898045
Asia,,2021-01-12,2932291
Asia,,2021-01-13,2989889
Asia,,2021-01-14,3055847
Asia,,2021-01-15,3099713
Asia,,2021-01-16,3335166
Asia,,2021-01-17,3440935
Asia,,2021-01-18,3741471
Asia,,2021-01-19,4035595
Asia,,2021-01-20,4244304
Asia,,2021-01-21,4550929
Asia,,2021-01-22,5121502
Asia,,2021-01-23,5382957
Asia,,2021-01-24,5502431
Asia,,2021-01-25,6004184
Asia,,2021-01-26,6193880
Asia,,2021-01-27,6718981
Asia,,2021-01-28,7433027
Asia,,2021-01-29,8083872
Asia,,2021-01-30,8472759
Asia,,2021-01-31,8645890
Asia,,2021-02-01,9116787
Asia,,2021-02-02,9477395
Asia,,2021-02-03,9920723
Asia,,2021-02-04,10612724
Asia,,2021-02-05,11538081
Asia,,2021-02-06,12024715
Asia,,2021-02-07,12166899
Asia,,2021-02-08,12723271
Asia,,2021-02-09,13347536
Asia,,2021-02-10,14223709
Asia,,2021-02-11,14867806
Asia,,2021-02-12,18450887
Asia,,2021-02-13,19205932
Asia,,2021-02-14,19557910
Asia,,2021-02-15,20693973
Asia,,2021-02-16,21643304
Asia,,2021-02-17,22817512
Asia,,2021-02-18,24293627
Asia,,2021-02-19,25048128
Asia,,2021-02-20,26056525
Asia,,2021-02-21,26383649
Asia,,2021-02-22,27150046
Asia,,2021-02-23,30774988
Asia,,2021-02-24,31713820
Asia,,2021-02-25,32618514
Asia,,2021-02-26,33328935
Asia,,2021-02-27,33917051
Asia,,2021-02-28,34284710
Asia,,2021-03-01,35243648
Asia,,2021-03-02,36788982
Asia,,2021-03-03,38320907
Asia,,2021-03-04,39991768
Asia,,2021-03-05,41595741
Asia,,2021-03-06,42942321
Asia,,2021-03-07,43697545
Asia,,2021-03-08,45845411
Asia,,2021-03-09,47697728
Asia,,2021-03-10,49849360
Asia,,2021-03-11,50851098
Asia,,2021-03-12,52804032
Asia,,2021-03-13,54496422
Asia,,2021-03-14,55237915
Asia,,2021-03-15,58558886
Asia,,2021-03-16,61117110
Asia,,2021-03-17,63463116
Asia,,2021-03-18,65767083
Asia,,2021-03-19,69972818
Asia,,2021-03-20,72918723
Asia,,2021-03-21,73490241
Asia,,2021-03-22,77458497
Asia,,2021-03-23,80604180
Asia,,2021-03-24,83168738
Asia,,2021-03-25,85942700
Asia,,2021-03-26,88987966
Asia,,2021-03-27,91366945
Asia,,2021-03-28,91973406
Asia,,2021-03-29,93261643
Asia,,2021-03-30,95744292
Asia,,2021-03-31,99803724
Asia,,2021-04-01,104033988
Asia,,2021-04-02,108326253
Asia,,2021-04-03,111481589
Asia,,2021-04-04,114990282
Asia,,2021-04-05,119301706
Asia,,2021-04-06,124242100
Asia,,2021-04-07,127988389
Asia,,2021-04-08,132899501
Asia,,2021-04-09,136730761
Asia,,2021-04-10,140947267
Asia,,2021-04-11,144103074
Asia,,2021-04-12,148465370
Asia,,2021-04-13,151587048
Asia,,2021-04-14,155445024
Asia,,2021-04-15,158449144
Asia,,2021-04-16,161116893
Asia,,2021-04-17,163565258
Asia,,2021-04-18,165658482
Asia,,2021-04-19,168700562
Asia,,2021-04-20,171310568
Asia,,2021-04-21,174229922
Asia,,2021-04-22,177185739
Asia,,2021-04-23,178503057
Asia,,2021-04-24,179091795
Asia,,2021-04-25,183881954
Asia,,2021-04-26,186777424
Asia,,2021-04-27,189197609
Asia,,2021-04-28,192625180
Asia,,2021-04-29,195924789
Asia,,2021-04-30,198150348
Asia,,2021-05-01,199353675
Asia,,2021-05-02,200044995
Asia,,2021-05-03,201516055
Asia,,2021-05-04,203932131
Asia,,2021-05-05,206173380
Asia,,2021-05-06,208699891
Asia,,2021-05-07,210911964
Asia,,2021-05-08,212352856
Asia,,2021-05-09,213564176
Asia,,2021-05-10,216863892
Asia,,2021-05-11,220283871
Asia,,2021-05-12,222034899
Asia,,2021-05-13,224046991
Asia,,2021-05-14,225428503
Asia,,2021-05-15,227014722
Asia,,2021-05-16,228443939
Asia,,2021-05-17,231094105
Asia,,2021-05-18,233748287
Asia,,2021-05-19,235653899
Asia,,2021-05-20,238909434
Asia,,2021-05-21,240020973
Asia,,2021-05-22,243553357
Asia,,2021-05-23,245582232
Asia,,2021-05-24,250134687
Asia,,2021-05-25,253170429
Asia,,2021-05-26,257031741
Asia,,2021-05-27,261747068
Australia,AUS,2021-02-15,0
Australia,AUS,2021-02-16,0
Australia,AUS,2021-02-17,0
Australia,AUS,2021-02-18,0
Australia,AUS,2021-02-19,0
Australia,AUS,2021-02-20,0
Australia,AUS,2021-02-21,0
Australia,AUS,2021-02-22,20
Australia,AUS,2021-02-23,2879
Australia,AUS,2021-02-24,6908
Australia,AUS,2021-02-25,17500
Australia,AUS,2021-02-26,25000
Australia,AUS,2021-02-27,30000
Australia,AUS,2021-02-28,31894
Australia,AUS,2021-03-01,33702
Australia,AUS,2021-03-02,41907
Australia,AUS,2021-03-03,50840
Australia,AUS,2021-03-04,61008
Australia,AUS,2021-03-05,71867
Australia,AUS,2021-03-06,76940
Australia,AUS,2021-03-07,81345
Australia,AUS,2021-03-08,86369
Australia,AUS,2021-03-09,94908
Australia,AUS,2021-03-10,106200
Australia,AUS,2021-03-11,125000
Australia,AUS,2021-03-12,135103
Australia,AUS,2021-03-13,159294
Australia,AUS,2021-03-14,162551
Australia,AUS,2021-05-24,3196760
Australia,AUS,2021-05-25,3271385
Australia,AUS,2021-05-26,3322398
Australia,AUS,2021-05-27,3426457
Austria,AUT,2020-12-27,732
Austria,AUT,2020-12-28,2036
Austria,AUT,2020-12-29,3657
Austria,AUT,2020-12-30,5014
Austria,AUT,2020-12-31,5023
Austria,AUT,2021-01-01,5028
Austria,AUT,2021-01-02,5036
Austria,AUT,2021-01-03,5038
Austria,AUT,2021-01-04,5159
Austria,AUT,2021-01-05,6962
Austria,AUT,2021-01-06,7806
Austria,AUT,2021-01-07,10999
Austria,AUT,2021-01-08,24059
Austria,AUT,2021-01-09,28501
Austria,AUT,2021-01-10,30740
Austria,AUT,2021-01-11,36407
Austria,AUT,2021-01-12,51275
Austria,AUT,2021-01-13,67031
Austria,AUT,2021-01-14,83886
Austria,AUT,2021-01-15,102318
Austria,AUT,2021-01-16,109158
Austria,AUT,2021-01-17,114493
Austria,AUT,2021-01-18,125075
Austria,AUT,2021-01-19,149718
Austria,AUT,2021-01-20,172067
Austria,AUT,2021-01-21,191787
Austria,AUT,2021-01-22,202845
Austria,AUT,2021-01-23,205981
Austria,AUT,2021-01-24,207232
Austria,AUT,2021-01-25,208624
Austria,AUT,2021-01-26,216435
Austria,AUT,2021-01-27,223976
Austria,AUT,2021-01-28,231261
Austria,AUT,2021-01-29,236632
Austria,AUT,2021-01-30,237971
Austria,AUT,2021-01-31,238331
Austria,AUT,2021-02-01,239915
Austria,AUT,2021-02-02,243047
Austria,AUT,2021-02-03,246285
Austria,AUT,2021-02-04,249358
Austria,AUT,2021-02-05,253510
Austria,AUT,2021-02-06,256281
Austria,AUT,2021-02-07,256908
Austria,AUT,2021-02-08,258968
Austria,AUT,2021-02-09,261833
Austria,AUT,2021-02-10,265439
Austria,AUT,2021-02-11,270836
Austria,AUT,2021-02-12,279346
Austria,AUT,2021-02-13,284695
Austria,AUT,2021-02-14,285157
Austria,AUT,2021-02-15,289089
Austria,AUT,2021-02-16,296142
Austria,AUT,2021-02-17,306226
Austria,AUT,2021-02-18,318132
Austria,AUT,2021-02-19,331129
Austria,AUT,2021-02-20,342475
Austria,AUT,2021-02-21,348094
Austria,AUT,2021-02-22,353216
Austria,AUT,2021-02-23,363725
Austria,AUT,2021-02-24,380125
Austria,AUT,2021-02-25,396572
Austria,AUT,2021-02-26,421061
Austria,AUT,2021-02-27,444169
Austria,AUT,2021-02-28,453854
Austria,AUT,2021-03-01,461857
Austria,AUT,2021-03-02,484988
Austria,AUT,2021-03-03,510564
Austria,AUT,2021-03-04,535213
Austria,AUT,2021-03-05,569284
Austria,AUT,2021-03-06,594833
Austria,AUT,2021-03-07,606065
Austria,AUT,2021-03-08,616250
Austria,AUT,2021-03-09,641159
Austria,AUT,2021-03-10,665561
Austria,AUT,2021-03-11,704863
Austria,AUT,2021-03-12,757797
Austria,AUT,2021-03-13,804266
Austria,AUT,2021-03-14,829885
Austria,AUT,2021-03-15,848572
Austria,AUT,2021-03-16,870693
Austria,AUT,2021-03-17,896854
Austria,AUT,2021-03-18,923553
Austria,AUT,2021-03-19,968811
Austria,AUT,2021-03-20,1006389
Austria,AUT,2021-03-21,1018021
Austria,AUT,2021-03-22,1031372
Austria,AUT,2021-03-23,1050433
Austria,AUT,2021-03-24,1072032
Austria,AUT,2021-03-25,1101508
Austria,AUT,2021-03-26,1133647
Austria,AUT,2021-03-27,1160361
Austria,AUT,2021-03-28,1170211
Austria,AUT,2021-03-29,1191238
Austria,AUT,2021-03-30,1220773
Austria,AUT,2021-03-31,1242942
Austria,AUT,2021-04-01,1265726
Austria,AUT,2021-04-02,1290431
Austria,AUT,2021-04-03,1303168
Austria,AUT,2021-04-04,1311454
Austria,AUT,2021-04-05,1319214
Austria,AUT,2021-04-06,1345380
Austria,AUT,2021-04-07,1384865
Austria,AUT,2021-04-08,1431640
Austria,AUT,2021-04-09,1476793
Austria,AUT,2021-04-10,1513232
Austria,AUT,2021-04-11,1523517
Austria,AUT,2021-04-12,1551404
Austria,AUT,2021-04-13,1584780
Austria,AUT,2021-04-14,1638450
Austria,AUT,2021-04-15,1693498
Austria,AUT,2021-04-16,1745130
Austria,AUT,2021-04-17,1780770
Austria,AUT,2021-04-18,1795565
Austria,AUT,2021-04-19,1821474
Austria,AUT,2021-04-20,1854001
Austria,AUT,2021-04-21,1906195
Austria,AUT,2021-04-22,1966147
Austria,AUT,2021-04-23,2022721
Austria,AUT,2021-04-24,2056833
Austria,AUT,2021-04-25,2082668
Austria,AUT,2021-04-26,2109806
Austria,AUT,2021-04-27,2146389
Austria,AUT,2021-04-28,2189857
Austria,AUT,2021-04-29,2250557
Austria,AUT,2021-04-30,2317111
Austria,AUT,2021-05-01,2350880
Austria,AUT,2021-05-02,2366099
Austria,AUT,2021-05-03,2383956
Austria,AUT,2021-05-04,2424844
Austria,AUT,2021-05-05,2484708
Austria,AUT,2021-05-06,2561859
Austria,AUT,2021-05-07,2647486
Austria,AUT,2021-05-08,2680957
Austria,AUT,2021-05-09,2693444
Austria,AUT,2021-05-10,2726265
Austria,AUT,2021-05-11,2775024
Austria,AUT,2021-05-12,2852358
Austria,AUT,2021-05-13,2878433
Austria,AUT,2021-05-14,2944906
Austria,AUT,2021-05-15,2988829
Austria,AUT,2021-05-16,3006381
Austria,AUT,2021-05-17,3036712
Austria,AUT,2021-05-18,3080448
Austria,AUT,2021-05-19,3153544
Austria,AUT,2021-05-20,3228920
Austria,AUT,2021-05-21,3300706
Austria,AUT,2021-05-22,3339309
Austria,AUT,2021-05-23,3358385
Austria,AUT,2021-05-24,3370208
Austria,AUT,2021-05-25,3406196
Austria,AUT,2021-05-26,3453635
Austria,AUT,2021-05-27,3500289
Azerbaijan,AZE,2021-01-17,0
Azerbaijan,AZE,2021-02-06,65000
Azerbaijan,AZE,2021-03-01,293360
Azerbaijan,AZE,2021-03-03,337315
Azerbaijan,AZE,2021-03-09,411496
Azerbaijan,AZE,2021-03-10,428635
Azerbaijan,AZE,2021-03-11,436849
Azerbaijan,AZE,2021-03-12,443888
Azerbaijan,AZE,2021-03-13,450316
Azerbaijan,AZE,2021-03-14,453586
Azerbaijan,AZE,2021-03-20,482664
Azerbaijan,AZE,2021-03-26,510420
Azerbaijan,AZE,2021-04-01,558485
Azerbaijan,AZE,2021-04-02,569994
Azerbaijan,AZE,2021-04-03,582463
Azerbaijan,AZE,2021-04-04,590914
Azerbaijan,AZE,2021-04-05,591012
Azerbaijan,AZE,2021-04-06,611471
Azerbaijan,AZE,2021-04-07,639463
Azerbaijan,AZE,2021-04-08,672503
Azerbaijan,AZE,2021-04-09,706433
Azerbaijan,AZE,2021-04-10,739319
Azerbaijan,AZE,2021-04-11,758275
Azerbaijan,AZE,2021-04-12,758289
Azerbaijan,AZE,2021-04-13,787066
Azerbaijan,AZE,2021-04-14,813413
Azerbaijan,AZE,2021-04-15,837304
Azerbaijan,AZE,2021-04-16,859338
Azerbaijan,AZE,2021-04-17,879356
Azerbaijan,AZE,2021-04-18,889216
Azerbaijan,AZE,2021-04-19,889232
Azerbaijan,AZE,2021-04-20,899213
Azerbaijan,AZE,2021-04-21,908672
Azerbaijan,AZE,2021-04-22,917877
Azerbaijan,AZE,2021-04-23,926076
Azerbaijan,AZE,2021-04-24,934906
Azerbaijan,AZE,2021-04-25,939098
Azerbaijan,AZE,2021-04-26,939460
Azerbaijan,AZE,2021-04-27,946834
Azerbaijan,AZE,2021-04-28,953545
Azerbaijan,AZE,2021-04-29,959804
Azerbaijan,AZE,2021-04-30,966132
